id,user_id,title,description,status,video_data,category_id,thumbnail,created_at,updated_at,published_at,views,rating_sum,rating_count
o1Jsx3CeXw85,93241530-2b99-4e2e-8e9e-02db2e4b345a,Peaceful Forest Atmosphere,Perfect background ambiance for studying.,published,"[{""volume"":33,""endTime"":31,""videoId"":""KwGNDJfSmFk"",""startTime"":7,""playbackSpeed"":0.4},{""volume"":57,""endTime"":111,""videoId"":""ZPGi2yBqdqw"",""startTime"":62,""playbackSpeed"":0.5},{""volume"":49,""endTime"":114,""videoId"":""yalgajSyYfU"",""startTime"":65,""playbackSpeed"":1.15}]",158,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2023-02-07 04:54:15.186+00,2023-02-18 00:40:39.529+00,2023-02-21 04:23:00.390+00,9417,505,139
ZKLdPJAzo7DR,93241530-2b99-4e2e-8e9e-02db2e4b345a,Chill Balcony Mood,A blend of nature and warmth.,published,"[{""volume"":37,""endTime"":22,""videoId"":""u01pQX7Bsp0"",""startTime"":2,""playbackSpeed"":0.3},{""volume"":41,""endTime"":119,""videoId"":""03HomOQeirg"",""startTime"":51,""playbackSpeed"":0.45},{""volume"":55,""endTime"":34,""videoId"":""KwGNDJfSmFk"",""startTime"":15,""playbackSpeed"":1.55},{""volume"":20,""endTime"":24,""videoId"":""1_9RzbkETVg"",""startTime"":8,""playbackSpeed"":0.3},{""volume"":79,""endTime"":139,""videoId"":""ZPGi2yBqdqw"",""startTime"":109,""playbackSpeed"":0.25}]",100,https://img.youtube.com//vi/u01pQX7Bsp0/mqdefault.jpg,2026-06-20 07:30:45.182+00,2026-07-02 08:56:48.885+00,2026-07-05 15:00:04.627+00,433,147,50
tNUS69rDlkiC,93241530-2b99-4e2e-8e9e-02db2e4b345a,Breezy Garden Mood,This is a description,published,"[{""volume"":87,""endTime"":103,""videoId"":""03HomOQeirg"",""startTime"":74,""playbackSpeed"":0.45},{""volume"":48,""endTime"":19,""videoId"":""KwGNDJfSmFk"",""startTime"":8,""playbackSpeed"":0.75}]",169,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2023-09-16 21:23:47.499+00,2023-09-17 16:05:54.239+00,2023-09-23 11:15:28.680+00,4046,227,96
3pRzC2Cp137u,93241530-2b99-4e2e-8e9e-02db2e4b345a,Warm Lakeside Lounge,A relaxing mix of sounds for focus and calm.,draft,"[{""volume"":23,""endTime"":30,""videoId"":""KwGNDJfSmFk"",""startTime"":21,""playbackSpeed"":0.3},{""volume"":95,""endTime"":36,""videoId"":""u01pQX7Bsp0"",""startTime"":2,""playbackSpeed"":0.65}]",0,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2026-10-07 00:23:21.978+00,2026-10-19 23:45:46.780+00,,0,0,0
0vlEFR3sAddr,93241530-2b99-4e2e-8e9e-02db2e4b345a,Golden Meadow Haven,Immerse yourself in this ambient soundscape.,published,"[{""volume"":55,""endTime"":31,""videoId"":""KwGNDJfSmFk"",""startTime"":22,""playbackSpeed"":0.5},{""volume"":36,""endTime"":57,""videoId"":""1_9RzbkETVg"",""startTime"":48,""playbackSpeed"":0.25},{""volume"":90,""endTime"":171,""videoId"":""03HomOQeirg"",""startTime"":161,""playbackSpeed"":1.05},{""volume"":82,""endTime"":42,""videoId"":""u01pQX7Bsp0"",""startTime"":18,""playbackSpeed"":0.85}]",158,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2026-01-08 01:08:26.201+00,2026-01-12 18:51:31.545+00,2026-01-16 07:03:32.264+00,4711,229,184
egJ95OitZuzg,93241530-2b99-4e2e-8e9e-02db2e4b345a,Serene Night Vibes,A blend of nature and warmth.,published,"[{""volume"":64,""endTime"":79,""videoId"":""ZPGi2yBqdqw"",""startTime"":71,""playbackSpeed"":1.2},{""volume"":55,""endTime"":122,""videoId"":""yalgajSyYfU"",""startTime"":53,""playbackSpeed"":0.35}]",129,https://img.youtube.com//vi/ZPGi2yBqdqw/mqdefault.jpg,2023-06-16 08:15:29.896+00,2023-07-01 19:00:42.026+00,2023-07-06 01:14:48.064+00,11483,9,7
vwnsWljWbEXY,93241530-2b99-4e2e-8e9e-02db2e4b345a,Soft Balcony Mood,Layered sounds for a warm evening in.,draft,"[{""volume"":20,""endTime"":57,""videoId"":""1_9RzbkETVg"",""startTime"":26,""playbackSpeed"":1.85},{""volume"":83,""endTime"":44,""videoId"":""u01pQX7Bsp0"",""startTime"":30,""playbackSpeed"":0.7},{""volume"":55,""endTime"":30,""videoId"":""yalgajSyYfU"",""startTime"":2,""playbackSpeed"":0.65},{""volume"":68,""endTime"":189,""videoId"":""ZPGi2yBqdqw"",""startTime"":3,""playbackSpeed"":0.75},{""volume"":39,""endTime"":148,""videoId"":""03HomOQeirg"",""startTime"":56,""playbackSpeed"":0.25},{""volume"":61,""endTime"":32,""videoId"":""KwGNDJfSmFk"",""startTime"":24,""playbackSpeed"":1.25}]",0,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2025-01-01 19:36:55.863+00,2025-01-30 07:30:05.000+00,,0,0,0
SDcqwHgA6vGS,93241530-2b99-4e2e-8e9e-02db2e4b345a,Breezy Beach Mood,A blend of nature and warmth.,published,"[{""volume"":65,""endTime"":65,""videoId"":""1_9RzbkETVg"",""startTime"":29,""playbackSpeed"":1.95},{""volume"":73,""endTime"":46,""videoId"":""u01pQX7Bsp0"",""startTime"":19,""playbackSpeed"":0.8},{""volume"":28,""endTime"":57,""videoId"":""yalgajSyYfU"",""startTime"":46,""playbackSpeed"":1.15}]",140,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2024-05-12 11:07:18.988+00,2024-06-05 17:37:12.840+00,2024-06-09 16:03:13.843+00,3362,32,23
wzv4BWopjvDr,93241530-2b99-4e2e-8e9e-02db2e4b345a,Rainy Cabin Mood,Perfect background ambiance for studying.,draft,"[{""volume"":24,""endTime"":58,""videoId"":""1_9RzbkETVg"",""startTime"":53,""playbackSpeed"":0.5},{""volume"":42,""endTime"":43,""videoId"":""u01pQX7Bsp0"",""startTime"":32,""playbackSpeed"":1.5}]",0,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2025-09-08 22:41:12.407+00,2025-09-15 06:43:06.670+00,,0,0,0
CBphqcTeLuZf,93241530-2b99-4e2e-8e9e-02db2e4b345a,Dreamy Lakeside Vibes,Crafted for comfort and concentration.,published,"[{""volume"":23,""endTime"":162,""videoId"":""ZPGi2yBqdqw"",""startTime"":147,""playbackSpeed"":0.4},{""volume"":65,""endTime"":146,""videoId"":""03HomOQeirg"",""startTime"":130,""playbackSpeed"":0.6},{""volume"":50,""endTime"":12,""videoId"":""KwGNDJfSmFk"",""startTime"":5,""playbackSpeed"":1.3},{""volume"":74,""endTime"":50,""videoId"":""1_9RzbkETVg"",""startTime"":17,""playbackSpeed"":0.8}]",152,https://img.youtube.com//vi/ZPGi2yBqdqw/mqdefault.jpg,2026-08-28 00:19:17.532+00,2026-09-20 20:25:29.441+00,2026-09-25 21:22:14.024+00,8341,66,38
ZRLQafbZ7lG6,93241530-2b99-4e2e-8e9e-02db2e4b345a,Golden Night Retreat,A cozy atmosphere to help you unwind.,draft,"[{""volume"":51,""endTime"":157,""videoId"":""03HomOQeirg"",""startTime"":101,""playbackSpeed"":1.25},{""volume"":68,""endTime"":28,""videoId"":""u01pQX7Bsp0"",""startTime"":6,""playbackSpeed"":0.3},{""volume"":30,""endTime"":119,""videoId"":""yalgajSyYfU"",""startTime"":78,""playbackSpeed"":1.85},{""volume"":81,""endTime"":25,""videoId"":""KwGNDJfSmFk"",""startTime"":9,""playbackSpeed"":1.75},{""volume"":29,""endTime"":58,""videoId"":""1_9RzbkETVg"",""startTime"":10,""playbackSpeed"":0.25}]",0,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2025-01-30 04:06:21.258+00,2025-02-27 00:01:19.478+00,,0,0,0
s5IKZMAa7si5,93241530-2b99-4e2e-8e9e-02db2e4b345a,Stormy Morning Haven,Immerse yourself in this ambient soundscape.,draft,"[{""volume"":67,""endTime"":31,""videoId"":""KwGNDJfSmFk"",""startTime"":7,""playbackSpeed"":0.4},{""volume"":37,""endTime"":144,""videoId"":""yalgajSyYfU"",""startTime"":70,""playbackSpeed"":1.6},{""volume"":61,""endTime"":56,""videoId"":""1_9RzbkETVg"",""startTime"":47,""playbackSpeed"":1.25},{""volume"":93,""endTime"":49,""videoId"":""u01pQX7Bsp0"",""startTime"":35,""playbackSpeed"":0.75},{""volume"":72,""endTime"":26,""videoId"":""ZPGi2yBqdqw"",""startTime"":13,""playbackSpeed"":0.65},{""volume"":51,""endTime"":128,""videoId"":""03HomOQeirg"",""startTime"":120,""playbackSpeed"":1.95}]",0,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2025-03-31 23:28:17.630+00,2025-04-16 13:09:34.488+00,,0,0,0
HUX1gVdgxIbC,93241530-2b99-4e2e-8e9e-02db2e4b345a,Soft Campfire Mood,Perfect background ambiance for studying.,published,"[{""volume"":52,""endTime"":143,""videoId"":""03HomOQeirg"",""startTime"":138,""playbackSpeed"":1.5},{""volume"":58,""endTime"":142,""videoId"":""ZPGi2yBqdqw"",""startTime"":131,""playbackSpeed"":0.3}]",196,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2023-08-31 17:29:57.240+00,2023-09-24 08:20:43.929+00,2023-09-24 13:36:11.752+00,11182,836,168
frAPZlwNGJZL,93241530-2b99-4e2e-8e9e-02db2e4b345a,Gentle Balcony Soundscape,Layered sounds for a warm evening in.,published,"[{""volume"":58,""endTime"":152,""videoId"":""yalgajSyYfU"",""startTime"":147,""playbackSpeed"":1.3},{""volume"":64,""endTime"":140,""videoId"":""03HomOQeirg"",""startTime"":89,""playbackSpeed"":0.6},{""volume"":62,""endTime"":29,""videoId"":""KwGNDJfSmFk"",""startTime"":8,""playbackSpeed"":1.8},{""volume"":98,""endTime"":43,""videoId"":""1_9RzbkETVg"",""startTime"":16,""playbackSpeed"":1.45},{""volume"":38,""endTime"":49,""videoId"":""u01pQX7Bsp0"",""startTime"":20,""playbackSpeed"":1.5},{""volume"":32,""endTime"":176,""videoId"":""ZPGi2yBqdqw"",""startTime"":169,""playbackSpeed"":0.75}]",106,https://img.youtube.com//vi/yalgajSyYfU/mqdefault.jpg,2025-05-04 12:05:43.926+00,2025-05-07 20:16:43.016+00,2025-05-11 06:35:42.329+00,9140,224,58
L62PIuhX4ElM,93241530-2b99-4e2e-8e9e-02db2e4b345a,Warm Café Retreat,This is a description,published,"[{""volume"":66,""endTime"":45,""videoId"":""1_9RzbkETVg"",""startTime"":23,""playbackSpeed"":0.8},{""volume"":24,""endTime"":136,""videoId"":""ZPGi2yBqdqw"",""startTime"":48,""playbackSpeed"":0.3},{""volume"":42,""endTime"":14,""videoId"":""KwGNDJfSmFk"",""startTime"":6,""playbackSpeed"":1.05},{""volume"":59,""endTime"":126,""videoId"":""03HomOQeirg"",""startTime"":40,""playbackSpeed"":1.7}]",119,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2024-01-11 09:00:12.655+00,2024-02-07 17:25:07.751+00,2024-02-12 13:21:40.542+00,13026,7,7
AzoNe09N8a9K,93241530-2b99-4e2e-8e9e-02db2e4b345a,Mystic Night Atmosphere,Designed to reduce stress and boost creativity.,draft,"[{""volume"":37,""endTime"":63,""videoId"":""1_9RzbkETVg"",""startTime"":45,""playbackSpeed"":0.85},{""volume"":29,""endTime"":83,""videoId"":""yalgajSyYfU"",""startTime"":44,""playbackSpeed"":1.45},{""volume"":75,""endTime"":186,""videoId"":""ZPGi2yBqdqw"",""startTime"":104,""playbackSpeed"":0.5}]",0,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2026-02-18 06:41:42.756+00,2026-02-19 18:00:34.084+00,,0,0,0
arFVupmT6pay,93241530-2b99-4e2e-8e9e-02db2e4b345a,Chill Rainfall Retreat,Crafted for comfort and concentration.,published,"[{""volume"":39,""endTime"":110,""videoId"":""03HomOQeirg"",""startTime"":0,""playbackSpeed"":0.55},{""volume"":91,""endTime"":56,""videoId"":""1_9RzbkETVg"",""startTime"":49,""playbackSpeed"":1.45},{""volume"":43,""endTime"":125,""videoId"":""ZPGi2yBqdqw"",""startTime"":34,""playbackSpeed"":1.75},{""volume"":64,""endTime"":45,""videoId"":""u01pQX7Bsp0"",""startTime"":12,""playbackSpeed"":0.75},{""volume"":90,""endTime"":117,""videoId"":""yalgajSyYfU"",""startTime"":94,""playbackSpeed"":1.95},{""volume"":55,""endTime"":18,""videoId"":""KwGNDJfSmFk"",""startTime"":9,""playbackSpeed"":1.4}]",101,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2026-09-27 15:17:54.138+00,2026-10-24 00:53:43.788+00,2026-10-24 08:47:53.571+00,10735,701,155
cos3R7l1hrXy,93241530-2b99-4e2e-8e9e-02db2e4b345a,Golden Beach Retreat,A cozy atmosphere to help you unwind.,published,"[{""volume"":23,""endTime"":174,""videoId"":""ZPGi2yBqdqw"",""startTime"":88,""playbackSpeed"":0.3},{""volume"":32,""endTime"":148,""videoId"":""03HomOQeirg"",""startTime"":65,""playbackSpeed"":1.9},{""volume"":94,""endTime"":21,""videoId"":""KwGNDJfSmFk"",""startTime"":12,""playbackSpeed"":1.8},{""volume"":76,""endTime"":96,""videoId"":""yalgajSyYfU"",""startTime"":81,""playbackSpeed"":1.15},{""volume"":45,""endTime"":36,""videoId"":""u01pQX7Bsp0"",""startTime"":21,""playbackSpeed"":1.9},{""volume"":67,""endTime"":39,""videoId"":""1_9RzbkETVg"",""startTime"":28,""playbackSpeed"":1.35}]",112,https://img.youtube.com//vi/ZPGi2yBqdqw/mqdefault.jpg,2025-01-09 05:29:58.949+00,2025-01-16 16:28:07.549+00,2025-01-20 19:45:44.452+00,2299,216,47
pKIMlrMVaQ5J,93241530-2b99-4e2e-8e9e-02db2e4b345a,Dreamy Study Atmosphere,,published,"[{""volume"":77,""endTime"":151,""videoId"":""03HomOQeirg"",""startTime"":38,""playbackSpeed"":0.4},{""volume"":61,""endTime"":178,""videoId"":""ZPGi2yBqdqw"",""startTime"":171,""playbackSpeed"":0.75},{""volume"":26,""endTime"":31,""videoId"":""u01pQX7Bsp0"",""startTime"":23,""playbackSpeed"":0.45},{""volume"":71,""endTime"":144,""videoId"":""yalgajSyYfU"",""startTime"":21,""playbackSpeed"":1.6},{""volume"":58,""endTime"":38,""videoId"":""1_9RzbkETVg"",""startTime"":13,""playbackSpeed"":0.85}]",173,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2023-07-17 08:14:47.846+00,2023-08-06 01:44:07.169+00,2023-08-07 12:55:13.718+00,3310,268,91
5MTq3s67KjNB,93241530-2b99-4e2e-8e9e-02db2e4b345a,Gentle Lodge Vibes,Ideal for meditation and relaxation.,published,"[{""volume"":38,""endTime"":135,""videoId"":""yalgajSyYfU"",""startTime"":118,""playbackSpeed"":1.9},{""volume"":74,""endTime"":36,""videoId"":""u01pQX7Bsp0"",""startTime"":25,""playbackSpeed"":1}]",117,https://img.youtube.com//vi/yalgajSyYfU/mqdefault.jpg,2026-01-16 21:09:33.452+00,2026-01-25 15:37:21.787+00,2026-01-31 10:51:39.022+00,14951,725,180
jcLqrWzWkysg,93241530-2b99-4e2e-8e9e-02db2e4b345a,Stormy Dusk Lounge,Crafted for comfort and concentration.,draft,"[{""volume"":75,""endTime"":139,""videoId"":""yalgajSyYfU"",""startTime"":91,""playbackSpeed"":1.4},{""volume"":45,""endTime"":64,""videoId"":""1_9RzbkETVg"",""startTime"":46,""playbackSpeed"":1.55}]",0,https://img.youtube.com//vi/yalgajSyYfU/mqdefault.jpg,2026-08-15 23:31:35.007+00,2026-08-24 14:08:55.954+00,,0,0,0
efFOKwmgZW3d,93241530-2b99-4e2e-8e9e-02db2e4b345a,Dreamy Dusk Atmosphere,Wind down with this soothing combination.,published,"[{""volume"":82,""endTime"":21,""videoId"":""1_9RzbkETVg"",""startTime"":0,""playbackSpeed"":1.4},{""volume"":71,""endTime"":134,""videoId"":""yalgajSyYfU"",""startTime"":4,""playbackSpeed"":1.75},{""volume"":49,""endTime"":167,""videoId"":""03HomOQeirg"",""startTime"":135,""playbackSpeed"":0.8},{""volume"":39,""endTime"":68,""videoId"":""ZPGi2yBqdqw"",""startTime"":61,""playbackSpeed"":1.4}]",108,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2025-03-19 01:23:23.037+00,2025-03-20 14:49:41.156+00,2025-03-22 19:37:53.712+00,6687,129,29
7DsHxIrszkPY,93241530-2b99-4e2e-8e9e-02db2e4b345a,Rainy Rooftop Ambiance,Crafted for comfort and concentration.,draft,"[{""volume"":78,""endTime"":163,""videoId"":""03HomOQeirg"",""startTime"":154,""playbackSpeed"":1.1},{""volume"":36,""endTime"":30,""videoId"":""1_9RzbkETVg"",""startTime"":23,""playbackSpeed"":0.3},{""volume"":74,""endTime"":76,""videoId"":""yalgajSyYfU"",""startTime"":8,""playbackSpeed"":1.45},{""volume"":38,""endTime"":23,""videoId"":""KwGNDJfSmFk"",""startTime"":15,""playbackSpeed"":0.75},{""volume"":53,""endTime"":30,""videoId"":""u01pQX7Bsp0"",""startTime"":13,""playbackSpeed"":0.75}]",0,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2026-09-04 02:44:27.471+00,2026-09-24 05:02:38.527+00,,0,0,0
BFW3EMqyENrb,93241530-2b99-4e2e-8e9e-02db2e4b345a,Golden Rainfall Atmosphere,Let these sounds transport you somewhere peaceful.,published,"[{""volume"":64,""endTime"":29,""videoId"":""KwGNDJfSmFk"",""startTime"":24,""playbackSpeed"":1.95},{""volume"":50,""endTime"":48,""videoId"":""1_9RzbkETVg"",""startTime"":34,""playbackSpeed"":0.95},{""volume"":25,""endTime"":92,""videoId"":""03HomOQeirg"",""startTime"":73,""playbackSpeed"":0.3}]",184,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2023-04-02 02:18:09.316+00,2023-04-07 05:32:50.582+00,2023-04-10 05:08:56.022+00,141,47,13
dzZaU5vGJ5lP,93241530-2b99-4e2e-8e9e-02db2e4b345a,Midnight Lodge Scene,A relaxing mix of sounds for focus and calm.,published,"[{""volume"":33,""endTime"":123,""videoId"":""03HomOQeirg"",""startTime"":81,""playbackSpeed"":1.6},{""volume"":55,""endTime"":56,""videoId"":""1_9RzbkETVg"",""startTime"":23,""playbackSpeed"":1.9},{""volume"":23,""endTime"":21,""videoId"":""KwGNDJfSmFk"",""startTime"":3,""playbackSpeed"":1.8},{""volume"":31,""endTime"":15,""videoId"":""u01pQX7Bsp0"",""startTime"":1,""playbackSpeed"":0.8},{""volume"":78,""endTime"":137,""videoId"":""yalgajSyYfU"",""startTime"":22,""playbackSpeed"":0.95}]",108,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2024-11-09 19:09:43.120+00,2024-12-04 10:41:50.489+00,2024-12-05 02:24:18.269+00,12717,311,117
7a40ostNlk2c,93241530-2b99-4e2e-8e9e-02db2e4b345a,Midnight Beach Soundscape,Let these sounds transport you somewhere peaceful.,published,"[{""volume"":76,""endTime"":35,""videoId"":""1_9RzbkETVg"",""startTime"":17,""playbackSpeed"":1.35},{""volume"":44,""endTime"":142,""videoId"":""yalgajSyYfU"",""startTime"":75,""playbackSpeed"":0.9},{""volume"":75,""endTime"":142,""videoId"":""03HomOQeirg"",""startTime"":12,""playbackSpeed"":0.3},{""volume"":82,""endTime"":19,""videoId"":""u01pQX7Bsp0"",""startTime"":13,""playbackSpeed"":1.75}]",199,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2023-11-03 02:40:35.649+00,2023-11-13 13:37:04.180+00,2023-11-18 02:24:19.152+00,11282,71,26
BBWolauw4jTv,93241530-2b99-4e2e-8e9e-02db2e4b345a,Peaceful Rooftop Lounge,Immerse yourself in this ambient soundscape.,published,"[{""volume"":68,""endTime"":21,""videoId"":""KwGNDJfSmFk"",""startTime"":14,""playbackSpeed"":0.75},{""volume"":54,""endTime"":23,""videoId"":""1_9RzbkETVg"",""startTime"":17,""playbackSpeed"":1.65},{""volume"":66,""endTime"":133,""videoId"":""yalgajSyYfU"",""startTime"":76,""playbackSpeed"":1.75}]",196,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2024-07-13 02:24:46.404+00,2024-07-27 14:20:28.109+00,2024-08-03 03:47:42.786+00,4442,665,135
EdfSyioMFzkQ,93241530-2b99-4e2e-8e9e-02db2e4b345a,Sunlit Campfire Scene,A relaxing mix of sounds for focus and calm.,published,"[{""volume"":94,""endTime"":29,""videoId"":""u01pQX7Bsp0"",""startTime"":20,""playbackSpeed"":0.25},{""volume"":40,""endTime"":86,""videoId"":""ZPGi2yBqdqw"",""startTime"":5,""playbackSpeed"":0.3},{""volume"":88,""endTime"":99,""videoId"":""03HomOQeirg"",""startTime"":26,""playbackSpeed"":0.8}]",192,https://img.youtube.com//vi/u01pQX7Bsp0/mqdefault.jpg,2025-06-12 23:47:00.197+00,2025-07-10 16:14:17.814+00,2025-07-12 03:24:20.378+00,13539,616,160
bnRDQR3oEaPw,93241530-2b99-4e2e-8e9e-02db2e4b345a,Golden Library Scene,Let these sounds transport you somewhere peaceful.,published,"[{""volume"":70,""endTime"":31,""videoId"":""u01pQX7Bsp0"",""startTime"":11,""playbackSpeed"":1.35},{""volume"":58,""endTime"":27,""videoId"":""1_9RzbkETVg"",""startTime"":16,""playbackSpeed"":1.95},{""volume"":82,""endTime"":106,""videoId"":""ZPGi2yBqdqw"",""startTime"":82,""playbackSpeed"":0.55}]",165,https://img.youtube.com//vi/u01pQX7Bsp0/mqdefault.jpg,2023-09-29 16:19:43.318+00,2023-10-05 05:03:57.909+00,2023-10-08 16:40:58.498+00,9865,390,129
qGu5SOrIKFhN,93241530-2b99-4e2e-8e9e-02db2e4b345a,Cozy Dusk Ambiance,This is a description,published,"[{""volume"":74,""endTime"":147,""videoId"":""yalgajSyYfU"",""startTime"":141,""playbackSpeed"":1.6},{""volume"":50,""endTime"":41,""videoId"":""u01pQX7Bsp0"",""startTime"":10,""playbackSpeed"":0.75},{""volume"":25,""endTime"":34,""videoId"":""KwGNDJfSmFk"",""startTime"":23,""playbackSpeed"":1.3},{""volume"":32,""endTime"":180,""videoId"":""ZPGi2yBqdqw"",""startTime"":115,""playbackSpeed"":0.85}]",189,https://img.youtube.com//vi/yalgajSyYfU/mqdefault.jpg,2024-02-13 23:14:47.446+00,2024-03-03 11:35:11.453+00,2024-03-06 09:06:29.424+00,12672,288,128
W0PuFof8FvXO,93241530-2b99-4e2e-8e9e-02db2e4b345a,Sunlit Meadow Soundscape,,published,"[{""volume"":75,""endTime"":17,""videoId"":""1_9RzbkETVg"",""startTime"":12,""playbackSpeed"":1.2},{""volume"":81,""endTime"":27,""videoId"":""KwGNDJfSmFk"",""startTime"":21,""playbackSpeed"":0.5},{""volume"":76,""endTime"":153,""videoId"":""yalgajSyYfU"",""startTime"":60,""playbackSpeed"":1.35},{""volume"":95,""endTime"":40,""videoId"":""u01pQX7Bsp0"",""startTime"":13,""playbackSpeed"":1.65},{""volume"":83,""endTime"":63,""videoId"":""ZPGi2yBqdqw"",""startTime"":47,""playbackSpeed"":1.4},{""volume"":42,""endTime"":172,""videoId"":""03HomOQeirg"",""startTime"":106,""playbackSpeed"":1.65}]",144,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2025-05-23 07:34:42.630+00,2025-06-10 01:18:47.158+00,2025-06-14 19:27:24.022+00,1320,240,72
8NcJfblGnm36,93241530-2b99-4e2e-8e9e-02db2e4b345a,Soft Night,Designed to reduce stress and boost creativity.,draft,"[{""volume"":36,""endTime"":155,""videoId"":""03HomOQeirg"",""startTime"":107,""playbackSpeed"":0.35},{""volume"":72,""endTime"":33,""videoId"":""u01pQX7Bsp0"",""startTime"":25,""playbackSpeed"":0.85},{""volume"":60,""endTime"":154,""videoId"":""ZPGi2yBqdqw"",""startTime"":147,""playbackSpeed"":0.85},{""volume"":77,""endTime"":26,""videoId"":""KwGNDJfSmFk"",""startTime"":18,""playbackSpeed"":1.9},{""volume"":56,""endTime"":64,""videoId"":""1_9RzbkETVg"",""startTime"":55,""playbackSpeed"":1.25}]",0,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2026-05-11 08:35:13.082+00,2026-06-05 05:03:35.089+00,,0,0,0
ayQktlJJY93U,93241530-2b99-4e2e-8e9e-02db2e4b345a,Serene Night Retreat,A cozy atmosphere to help you unwind.,published,"[{""volume"":24,""endTime"":146,""videoId"":""03HomOQeirg"",""startTime"":136,""playbackSpeed"":0.5},{""volume"":86,""endTime"":46,""videoId"":""u01pQX7Bsp0"",""startTime"":39,""playbackSpeed"":1.2},{""volume"":46,""endTime"":130,""videoId"":""yalgajSyYfU"",""startTime"":0,""playbackSpeed"":1.75},{""volume"":86,""endTime"":62,""videoId"":""1_9RzbkETVg"",""startTime"":47,""playbackSpeed"":0.6}]",188,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2023-01-03 07:09:41.364+00,2023-01-13 20:23:22.995+00,2023-01-18 16:04:16.051+00,8031,243,139
CWtWCiPcH8qL,93241530-2b99-4e2e-8e9e-02db2e4b345a,Rainy Balcony Retreat,This is a description,submitted,"[{""volume"":80,""endTime"":49,""videoId"":""1_9RzbkETVg"",""startTime"":18,""playbackSpeed"":1.15},{""volume"":31,""endTime"":130,""videoId"":""03HomOQeirg"",""startTime"":12,""playbackSpeed"":1.55},{""volume"":69,""endTime"":29,""videoId"":""yalgajSyYfU"",""startTime"":1,""playbackSpeed"":0.7},{""volume"":35,""endTime"":185,""videoId"":""ZPGi2yBqdqw"",""startTime"":105,""playbackSpeed"":0.95},{""volume"":68,""endTime"":48,""videoId"":""u01pQX7Bsp0"",""startTime"":29,""playbackSpeed"":0.75},{""volume"":69,""endTime"":16,""videoId"":""KwGNDJfSmFk"",""startTime"":4,""playbackSpeed"":1.8}]",180,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2025-01-28 10:57:27.308+00,2025-01-31 17:56:12.104+00,,0,0,0
MfO4dGxT5k3e,93241530-2b99-4e2e-8e9e-02db2e4b345a,Mellow Study Soundscape,Background sounds for a productive day.,draft,"[{""volume"":29,""endTime"":34,""videoId"":""KwGNDJfSmFk"",""startTime"":17,""playbackSpeed"":0.95},{""volume"":89,""endTime"":103,""videoId"":""yalgajSyYfU"",""startTime"":80,""playbackSpeed"":0.85},{""volume"":88,""endTime"":151,""videoId"":""ZPGi2yBqdqw"",""startTime"":122,""playbackSpeed"":1.65},{""volume"":83,""endTime"":89,""videoId"":""03HomOQeirg"",""startTime"":71,""playbackSpeed"":1.7}]",0,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2025-12-13 09:57:57.660+00,2025-12-26 23:31:00.960+00,,0,0,0
sNfLjIGpoY61,93241530-2b99-4e2e-8e9e-02db2e4b345a,Stormy Beach Ambiance,Crafted for comfort and concentration.,published,"[{""volume"":85,""endTime"":62,""videoId"":""1_9RzbkETVg"",""startTime"":50,""playbackSpeed"":1.75},{""volume"":89,""endTime"":144,""videoId"":""yalgajSyYfU"",""startTime"":76,""playbackSpeed"":1.75},{""volume"":98,""endTime"":17,""videoId"":""KwGNDJfSmFk"",""startTime"":4,""playbackSpeed"":0.55},{""volume"":95,""endTime"":136,""videoId"":""ZPGi2yBqdqw"",""startTime"":45,""playbackSpeed"":0.5}]",145,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2023-03-05 02:03:20.939+00,2023-03-21 21:38:26.285+00,2023-03-25 10:43:15.746+00,7967,316,132
